pub_date,opinion_type_id,opinion_type,qmt_code
4/26/2023,1,无保留,688622.SH
4/26/2023,1,无保留,300942.SZ
4/26/2023,6,未经审计,300942.SZ
4/26/2023,1,无保留,603759.SH
4/26/2023,6,未经审计,603759.SH
4/26/2023,1,无保留,605018.SH
4/26/2023,6,未经审计,605018.SH
4/26/2023,6,未经审计,605058.SH
4/26/2023,6,未经审计,300872.SZ
4/26/2023,1,无保留,603261.SH
4/26/2023,6,未经审计,603261.SH
4/26/2023,6,未经审计,300905.SZ
4/26/2023,1,无保留,603931.SH
4/26/2023,6,未经审计,603931.SH
4/26/2023,1,无保留,605378.SH
4/26/2023,6,未经审计,605378.SH
4/26/2023,1,无保留,301021.SZ
4/26/2023,6,未经审计,300937.SZ
4/26/2023,1,无保留,688277.SH
4/26/2023,1,无保留,688520.SH
4/26/2023,1,无保留,603324.SH
4/26/2023,6,未经审计,603324.SH
4/26/2023,1,无保留,001299.SZ
4/26/2023,6,未经审计,001299.SZ
4/26/2023,6,未经审计,605086.SH
4/26/2023,1,无保留,688065.SH
4/26/2023,1,无保留,300925.SZ
4/26/2023,6,未经审计,300925.SZ
4/26/2023,1,无保留,300920.SZ
4/26/2023,1,无保留,688580.SH
4/26/2023,1,无保留,300950.SZ
4/26/2023,6,未经审计,300950.SZ
4/26/2023,1,无保留,688600.SH
4/26/2023,1,无保留,688577.SH
4/26/2023,1,无保留,688590.SH
4/26/2023,1,无保留,605089.SH
4/26/2023,6,未经审计,605089.SH
4/26/2023,1,无保留,688215.SH
4/26/2023,1,无保留,600935.SH
4/26/2023,6,未经审计,600935.SH
4/26/2023,1,无保留,688316.SH
4/26/2023,1,无保留,688529.SH
4/26/2023,1,无保留,688013.SH
4/26/2023,1,无保留,301036.SZ
4/26/2023,6,未经审计,301036.SZ
4/26/2023,1,无保留,301011.SZ
4/26/2023,6,未经审计,301011.SZ
4/26/2023,1,无保留,300967.SZ
4/26/2023,6,未经审计,300967.SZ
4/26/2023,6,未经审计,300997.SZ
4/26/2023,1,无保留,688179.SH
4/26/2023,6,未经审计,300955.SZ
4/26/2023,1,无保留,688510.SH
4/26/2023,1,无保留,300959.SZ
4/26/2023,6,未经审计,300959.SZ
4/26/2023,2,无保留带解释性说明,688560.SH
4/26/2023,1,无保留,688109.SH
4/26/2023,1,无保留,688639.SH
4/26/2023,1,无保留,688226.SH
4/26/2023,1,无保留,688682.SH
4/26/2023,1,无保留,688690.SH
4/26/2023,1,无保留,605365.SH
4/26/2023,6,未经审计,605365.SH
4/26/2023,6,未经审计,605167.SH
4/26/2023,1,无保留,688663.SH
4/26/2023,1,无保留,688319.SH
4/26/2023,1,无保留,688117.SH
4/26/2023,1,无保留,688509.SH
4/26/2023,1,无保留,688182.SH
4/26/2023,1,无保留,688355.SH
4/26/2023,1,无保留,300983.SZ
4/26/2023,6,未经审计,300983.SZ
4/26/2023,1,无保留,300985.SZ
4/26/2023,6,未经审计,300985.SZ
4/26/2023,1,无保留,605598.SH
4/26/2023,6,未经审计,605580.SH
4/26/2023,1,无保留,301069.SZ
4/26/2023,6,未经审计,301069.SZ
4/26/2023,1,无保留,301169.SZ
4/26/2023,6,未经审计,301169.SZ
4/26/2023,6,未经审计,301093.SZ
4/26/2023,1,无保留,300990.SZ
4/26/2023,6,未经审计,300990.SZ
4/26/2023,1,无保留,301001.SZ
4/26/2023,6,未经审计,301001.SZ
4/26/2023,1,无保留,300989.SZ
4/26/2023,6,未经审计,300989.SZ
4/26/2023,1,无保留,301004.SZ
4/26/2023,6,未经审计,301004.SZ
4/26/2023,1,无保留,300992.SZ
4/26/2023,6,未经审计,300992.SZ
4/26/2023,1,无保留,300988.SZ
4/26/2023,1,无保留,301031.SZ
4/26/2023,6,未经审计,301031.SZ
4/26/2023,1,无保留,301072.SZ
4/26/2023,1,无保留,301089.SZ
4/26/2023,6,未经审计,301089.SZ
4/26/2023,1,无保留,301078.SZ
4/26/2023,6,未经审计,301078.SZ
4/26/2023,1,无保留,301087.SZ
4/26/2023,6,未经审计,301087.SZ
4/26/2023,6,未经审计,301071.SZ
4/26/2023,1,无保留,301050.SZ
4/26/2023,6,未经审计,301050.SZ
4/26/2023,1,无保留,301234.SZ
4/26/2023,6,未经审计,301234.SZ
4/26/2023,6,未经审计,301298.SZ
4/26/2023,1,无保留,301103.SZ
4/26/2023,6,未经审计,301103.SZ
4/26/2023,1,无保留,301239.SZ
4/26/2023,6,未经审计,301239.SZ
4/26/2023,6,未经审计,301178.SZ
4/26/2023,1,无保留,301088.SZ
4/26/2023,6,未经审计,301088.SZ
4/26/2023,1,无保留,301148.SZ
4/26/2023,6,未经审计,301148.SZ
4/26/2023,6,未经审计,301047.SZ
4/26/2023,1,无保留,605599.SH
4/26/2023,6,未经审计,605599.SH
4/26/2023,6,未经审计,301121.SZ
4/26/2023,1,无保留,301080.SZ
4/26/2023,6,未经审计,301080.SZ
4/26/2023,1,无保留,301139.SZ
4/26/2023,6,未经审计,301167.SZ
4/26/2023,1,无保留,605577.SH
4/26/2023,6,未经审计,301265.SZ
4/26/2023,6,未经审计,301127.SZ
4/26/2023,6,未经审计,605033.SH
4/26/2023,1,无保留,301339.SZ
4/26/2023,6,未经审计,301339.SZ
4/26/2023,1,无保留,301196.SZ
4/26/2023,6,未经审计,301196.SZ
4/26/2023,1,无保留,301439.SZ
4/26/2023,6,未经审计,301439.SZ
4/26/2023,6,未经审计,301165.SZ
4/26/2023,1,无保留,688711.SH
4/26/2023,6,未经审计,301229.SZ
4/26/2023,1,无保留,301279.SZ
4/26/2023,6,未经审计,301279.SZ
4/26/2023,1,无保留,301238.SZ
4/26/2023,6,未经审计,301221.SZ
4/26/2023,1,无保留,688272.SH
4/26/2023,1,无保留,688167.SH
4/26/2023,1,无保留,301236.SZ
4/26/2023,6,未经审计,301236.SZ
4/26/2023,1,无保留,603176.SH
4/26/2023,6,未经审计,603176.SH
4/26/2023,1,无保留,603048.SH
4/26/2023,6,未经审计,301230.SZ
4/26/2023,6,未经审计,301183.SZ
4/26/2023,1,无保留,301318.SZ
4/26/2023,6,未经审计,301318.SZ
4/26/2023,6,未经审计,301288.SZ
4/26/2023,1,无保留,301156.SZ
4/26/2023,6,未经审计,301156.SZ
4/26/2023,6,未经审计,603219.SH
4/26/2023,1,无保留,001268.SZ
4/26/2023,6,未经审计,001268.SZ
4/26/2023,1,无保留,301322.SZ
4/26/2023,6,未经审计,301322.SZ
4/26/2023,1,无保留,301309.SZ
4/26/2023,6,未经审计,001298.SZ
4/26/2023,1,无保留,688279.SH
4/26/2023,1,无保留,001259.SZ
4/26/2023,6,未经审计,001259.SZ
4/26/2023,6,未经审计,301327.SZ
4/26/2023,1,无保留,301281.SZ
4/26/2023,6,未经审计,301281.SZ
4/26/2023,6,未经审计,301361.SZ
4/26/2023,6,未经审计,001226.SZ
4/26/2023,1,无保留,603061.SH
4/26/2023,6,未经审计,603061.SH
4/26/2023,1,无保留,688125.SH
4/26/2023,6,未经审计,603191.SH
4/26/2023,6,未经审计,001314.SZ
4/26/2023,1,无保留,001260.SZ
4/26/2023,6,未经审计,001260.SZ
4/26/2023,6,未经审计,603291.SH
4/26/2023,1,无保留,301306.SZ
4/26/2023,1,无保留,301378.SZ
4/26/2023,6,未经审计,301378.SZ
4/26/2023,6,未经审计,301285.SZ
4/26/2023,6,未经审计,603255.SH
4/26/2023,6,未经审计,301391.SZ
4/26/2023,6,未经审计,301192.SZ
4/26/2023,1,无保留,688287.SH
4/26/2023,6,未经审计,688287.SH
4/26/2023,6,未经审计,001286.SZ
4/26/2023,1,无保留,001278.SZ
4/26/2023,6,未经审计,001278.SZ
4/26/2023,6,未经审计,001289.SZ
4/26/2023,1,无保留,688172.SH
4/26/2023,6,未经审计,001328.SZ
4/26/2023,6,未经审计,688088.SH
4/26/2023,6,未经审计,688015.SH
4/26/2023,6,未经审计,688139.SH
4/26/2023,6,未经审计,688078.SH
4/26/2023,6,未经审计,688100.SH
4/26/2023,6,未经审计,688080.SH
4/26/2023,6,未经审计,688029.SH
4/26/2023,6,未经审计,688202.SH
4/26/2023,6,未经审计,688368.SH
4/26/2023,6,未经审计,688021.SH
4/26/2023,6,未经审计,688357.SH
4/26/2023,6,未经审计,688505.SH
4/26/2023,6,未经审计,688090.SH
4/26/2023,6,未经审计,688622.SH
4/26/2023,6,未经审计,688037.SH
4/26/2023,6,未经审计,688277.SH
4/26/2023,1,无保留,688200.SH
4/26/2023,6,未经审计,688200.SH
4/26/2023,6,未经审计,688520.SH
4/26/2023,6,未经审计,688336.SH
4/26/2023,6,未经审计,688106.SH
4/26/2023,6,未经审计,688580.SH
4/26/2023,6,未经审计,688600.SH
4/26/2023,6,未经审计,688577.SH
4/26/2023,6,未经审计,688215.SH
4/26/2023,6,未经审计,688335.SH
4/26/2023,6,未经审计,688289.SH
4/26/2023,6,未经审计,688316.SH
4/26/2023,6,未经审计,688529.SH
4/26/2023,6,未经审计,688179.SH
4/26/2023,6,未经审计,688510.SH
4/26/2023,1,无保留,688560.SH
4/26/2023,6,未经审计,688560.SH
4/26/2023,6,未经审计,688109.SH
4/26/2023,6,未经审计,688063.SH
4/26/2023,6,未经审计,688314.SH
4/26/2023,6,未经审计,688639.SH
4/26/2023,6,未经审计,688682.SH
4/26/2023,6,未经审计,688690.SH
4/26/2023,6,未经审计,688660.SH
4/26/2023,6,未经审计,688663.SH
4/26/2023,6,未经审计,688319.SH
4/26/2023,6,未经审计,688117.SH
4/26/2023,6,未经审计,688681.SH
4/26/2023,6,未经审计,688509.SH
4/26/2023,6,未经审计,688355.SH
4/26/2023,6,未经审计,688091.SH
4/26/2023,6,未经审计,688798.SH
4/26/2023,1,无保留,688282.SH
4/26/2023,6,未经审计,688282.SH
4/26/2023,6,未经审计,688711.SH
4/26/2023,1,无保留,688102.SH
4/26/2023,6,未经审计,688102.SH
4/26/2023,6,未经审计,688272.SH
4/26/2023,1,无保留,688235.SH
4/26/2023,6,未经审计,688167.SH
4/26/2023,1,无保留,688382.SH
4/26/2023,6,未经审计,688382.SH
4/26/2023,6,未经审计,688337.SH
4/26/2023,6,未经审计,688150.SH
4/26/2023,6,未经审计,688253.SH
4/26/2023,1,无保留,688193.SH
4/26/2023,6,未经审计,688193.SH
4/26/2023,6,未经审计,688207.SH
4/26/2023,6,未经审计,688279.SH
4/26/2023,1,无保留,688400.SH
4/26/2023,6,未经审计,688400.SH
4/26/2023,6,未经审计,688295.SH
4/26/2023,1,无保留,688048.SH
4/26/2023,1,无保留,688380.SH
4/26/2023,1,无保留,688273.SH
4/26/2023,6,未经审计,688273.SH
4/26/2023,1,无保留,688047.SH
4/26/2023,6,未经审计,688047.SH
4/26/2023,1,无保留,688231.SH
4/26/2023,6,未经审计,688231.SH
4/26/2023,6,未经审计,688485.SH
4/26/2023,6,未经审计,688251.SH
4/26/2023,1,无保留,688348.SH
4/26/2023,6,未经审计,688348.SH
4/26/2023,6,未经审计,688125.SH
4/26/2023,1,无保留,688455.SH
4/26/2023,6,未经审计,688455.SH
4/26/2023,6,未经审计,688203.SH
4/26/2023,1,无保留,688426.SH
4/26/2023,6,未经审计,688041.SH
4/26/2023,6,未经审计,688439.SH
4/26/2023,6,未经审计,688489.SH
4/26/2023,6,未经审计,688496.SH
4/26/2023,1,无保留,688435.SH
4/26/2023,6,未经审计,688435.SH
4/26/2023,1,无保留,688392.SH
4/26/2023,6,未经审计,688392.SH
4/26/2023,1,无保留,688498.SH
4/26/2023,6,未经审计,688498.SH
4/26/2023,6,未经审计,688172.SH
4/26/2023,1,无保留,688515.SH
4/26/2023,6,未经审计,688515.SH
4/27/2023,1,无保留,000025.SZ
4/27/2023,6,未经审计,000025.SZ
4/27/2023,1,无保留,000058.SZ
4/27/2023,6,未经审计,000058.SZ
4/27/2023,1,无保留,000061.SZ
4/27/2023,6,未经审计,000061.SZ
4/27/2023,6,未经审计,000153.SZ
4/27/2023,6,未经审计,000159.SZ
4/27/2023,1,无保留,000503.SZ
4/27/2023,6,未经审计,000503.SZ
4/27/2023,6,未经审计,000505.SZ
4/27/2023,1,无保留,000507.SZ
4/27/2023,4,拒绝/无法表示意见,000511.SZ
4/27/2023,6,未经审计,000511.SZ
4/27/2023,2,无保留带解释性说明,000518.SZ
4/27/2023,1,无保留,000518.SZ
4/27/2023,6,未经审计,000526.SZ
4/27/2023,6,未经审计,000538.SZ
4/27/2023,6,未经审计,000548.SZ
4/27/2023,6,未经审计,000550.SZ
4/27/2023,1,无保留,000565.SZ
4/27/2023,6,未经审计,000565.SZ
4/27/2023,6,未经审计,000566.SZ
4/27/2023,6,未经审计,000582.SZ
4/27/2023,6,未经审计,000583.SZ
4/27/2023,6,未经审计,000586.SZ
4/27/2023,6,未经审计,000591.SZ
4/27/2023,1,无保留,000600.SZ
4/27/2023,6,未经审计,000600.SZ
4/27/2023,6,未经审计,000608.SZ
4/27/2023,1,无保留,000622.SZ
4/27/2023,6,未经审计,000622.SZ
4/27/2023,1,无保留,000659.SZ
4/27/2023,6,未经审计,000659.SZ
4/27/2023,6,未经审计,000665.SZ
4/27/2023,1,无保留,000676.SZ
4/27/2023,6,未经审计,000676.SZ
4/27/2023,1,无保留,000685.SZ
4/27/2023,7,保留带解释性说明,000691.SZ
4/27/2023,2,无保留带解释性说明,000691.SZ
4/27/2023,6,未经审计,000691.SZ
4/27/2023,11,无保留带持续经营重大不确定性,000699.SZ
4/27/2023,6,未经审计,000700.SZ
4/27/2023,6,未经审计,000701.SZ
4/27/2023,6,未经审计,000712.SZ
4/27/2023,6,未经审计,000728.SZ
4/27/2023,1,无保留,000762.SZ
4/27/2023,6,未经审计,000762.SZ
4/27/2023,6,未经审计,000765.SZ
4/27/2023,1,无保留,000777.SZ
4/27/2023,6,未经审计,000777.SZ
4/27/2023,6,未经审计,000778.SZ
4/27/2023,6,未经审计,000795.SZ
4/27/2023,1,无保留,000802.SZ
4/27/2023,6,未经审计,000802.SZ
4/27/2023,1,无保留,000826.SZ
4/27/2023,6,未经审计,000826.SZ
4/27/2023,7,保留带解释性说明,000832.SZ
4/27/2023,1,无保留,000836.SZ
4/27/2023,6,未经审计,000848.SZ
4/27/2023,6,未经审计,000856.SZ
4/27/2023,6,未经审计,000878.SZ
4/27/2023,1,无保留,000881.SZ
4/27/2023,6,未经审计,000881.SZ
4/27/2023,6,未经审计,000893.SZ
4/27/2023,1,无保留,000911.SZ
4/27/2023,6,未经审计,000911.SZ
4/27/2023,1,无保留,000930.SZ
4/27/2023,6,未经审计,000930.SZ
4/27/2023,1,无保留,000931.SZ
4/27/2023,6,未经审计,000931.SZ
4/27/2023,1,无保留,000936.SZ
4/27/2023,6,未经审计,000936.SZ
4/27/2023,1,无保留,000937.SZ
4/27/2023,6,未经审计,000939.SZ
4/27/2023,1,无保留,000950.SZ
4/27/2023,6,未经审计,000950.SZ
4/27/2023,6,未经审计,000953.SZ
4/27/2023,1,无保留,000955.SZ
4/27/2023,6,未经审计,000955.SZ
4/27/2023,6,未经审计,000960.SZ
4/27/2023,6,未经审计,000965.SZ
4/27/2023,1,无保留,000968.SZ
4/27/2023,6,未经审计,000968.SZ
4/27/2023,6,未经审计,000970.SZ
4/27/2023,4,拒绝/无法表示意见,000979.SZ
4/27/2023,6,未经审计,002181.SZ
4/27/2023,6,未经审计,600036.SH
4/27/2023,1,无保留,600037.SH
4/27/2023,6,未经审计,600037.SH
4/27/2023,1,无保留,600053.SH
4/27/2023,1,无保留,600065.SH
4/27/2023,6,未经审计,600065.SH
4/27/2023,7,保留带解释性说明,600069.SH
4/27/2023,4,拒绝/无法表示意见,600091.SH
4/27/2023,6,未经审计,600101.SH
4/27/2023,6,未经审计,600105.SH
4/27/2023,1,无保留,600114.SH
4/27/2023,6,未经审计,600114.SH
4/27/2023,1,无保留,600131.SH
4/27/2023,6,未经审计,600131.SH
4/27/2023,5,否定意见,600136.SH
4/27/2023,6,未经审计,600136.SH
4/27/2023,1,无保留,600148.SH
4/27/2023,6,未经审计,600148.SH
4/27/2023,1,无保留,600169.SH
4/27/2023,6,未经审计,600169.SH
4/27/2023,1,无保留,600180.SH
4/27/2023,6,未经审计,600180.SH
4/27/2023,1,无保留,600200.SH
4/27/2023,6,未经审计,600200.SH
4/27/2023,7,保留带解释性说明,600209.SH
4/27/2023,1,无保留,600230.SH
4/27/2023,6,未经审计,600232.SH
4/27/2023,6,未经审计,600249.SH
4/27/2023,6,未经审计,600279.SH
4/27/2023,6,未经审计,600299.SH
4/27/2023,6,未经审计,600302.SH
4/27/2023,6,未经审计,600361.SH
4/27/2023,1,无保留,600382.SH
4/27/2023,6,未经审计,600382.SH
4/27/2023,2,无保留带解释性说明,600385.SH
4/27/2023,1,无保留,600390.SH
4/27/2023,6,未经审计,600390.SH
4/27/2023,6,未经审计,600400.SH
4/27/2023,1,无保留,600429.SH
4/27/2023,6,未经审计,600429.SH
4/27/2023,1,无保留,600489.SH
4/27/2023,6,未经审计,600489.SH
4/27/2023,6,未经审计,600491.SH
4/27/2023,1,无保留,600503.SH
4/27/2023,6,未经审计,600516.SH
4/27/2023,1,无保留,600517.SH
4/27/2023,6,未经审计,600517.SH
4/27/2023,1,无保留,600559.SH
4/27/2023,6,未经审计,600559.SH
4/27/2023,1,无保留,600562.SH
4/27/2023,6,未经审计,600562.SH
4/27/2023,1,无保留,600578.SH
4/27/2023,6,未经审计,600578.SH
4/27/2023,6,未经审计,600585.SH
4/27/2023,1,无保留,600592.SH
4/27/2023,6,未经审计,600592.SH
4/27/2023,6,未经审计,600598.SH
4/27/2023,6,未经审计,600602.SH
4/27/2023,6,未经审计,600604.SH
4/27/2023,1,无保留,600617.SH
4/27/2023,6,未经审计,600617.SH
4/27/2023,1,无保留,600667.SH
4/27/2023,6,未经审计,600667.SH
4/27/2023,6,未经审计,600668.SH
4/27/2023,1,无保留,600679.SH
4/27/2023,6,未经审计,600688.SH
4/27/2023,6,未经审计,600710.SH
4/27/2023,6,未经审计,600712.SH
4/27/2023,1,无保留,600726.SH
4/27/2023,6,未经审计,600726.SH
4/27/2023,6,未经审计,600732.SH
4/27/2023,6,未经审计,600750.SH
4/27/2023,6,未经审计,600755.SH
4/27/2023,6,未经审计,600757.SH
4/27/2023,1,无保留,600764.SH
4/27/2023,6,未经审计,600764.SH
4/27/2023,6,未经审计,600765.SH
4/27/2023,6,未经审计,600771.SH
4/27/2023,1,无保留,600778.SH
4/27/2023,1,无保留,600780.SH
4/27/2023,6,未经审计,600780.SH
4/27/2023,1,无保留,600790.SH
4/27/2023,1,无保留,600792.SH
4/27/2023,6,未经审计,600792.SH
4/27/2023,1,无保留,600796.SH
4/27/2023,6,未经审计,600796.SH
4/27/2023,1,无保留,600802.SH
4/27/2023,6,未经审计,600802.SH
4/27/2023,6,未经审计,600804.SH
4/27/2023,6,未经审计,600812.SH
4/27/2023,6,未经审计,600817.SH
4/27/2023,1,无保留,600826.SH
4/27/2023,6,未经审计,600826.SH
4/27/2023,6,未经审计,600838.SH
4/27/2023,6,未经审计,600848.SH
4/27/2023,6,未经审计,601607.SH
4/27/2023,4,拒绝/无法表示意见,600852.SH
4/27/2023,6,未经审计,600867.SH
4/27/2023,6,未经审计,600871.SH
4/27/2023,6,未经审计,600872.SH
4/27/2023,6,未经审计,600889.SH
4/27/2023,11,无保留带持续经营重大不确定性,600890.SH
4/27/2023,4,拒绝/无法表示意见,600891.SH
4/27/2023,6,未经审计,600891.SH
4/27/2023,6,未经审计,600892.SH
4/27/2023,1,无保留,600960.SH
4/27/2023,6,未经审计,600960.SH
4/27/2023,6,未经审计,600980.SH
4/27/2023,1,无保留,002004.SZ
4/27/2023,6,未经审计,002004.SZ
4/27/2023,6,未经审计,002012.SZ
4/27/2023,6,未经审计,002025.SZ
4/27/2023,6,未经审计,600962.SH
4/27/2023,6,未经审计,600987.SH
4/27/2023,6,未经审计,002046.SZ
4/27/2023,6,未经审计,002053.SZ
4/27/2023,1,无保留,002055.SZ
4/27/2023,2,无保留带解释性说明,002055.SZ
4/27/2023,6,未经审计,002055.SZ
4/27/2023,1,无保留,601006.SH
4/27/2023,6,未经审计,601006.SH
4/27/2023,6,未经审计,002061.SZ
4/27/2023,6,未经审计,002065.SZ
4/27/2023,6,未经审计,002066.SZ
4/27/2023,6,未经审计,601111.SH
4/27/2023,1,无保留,601699.SH
4/27/2023,6,未经审计,601699.SH
4/27/2023,4,拒绝/无法表示意见,002070.SZ
4/27/2023,7,保留带解释性说明,002070.SZ
4/27/2023,6,未经审计,002092.SZ
4/27/2023,2,无保留带解释性说明,002098.SZ
4/27/2023,1,无保留,002098.SZ
4/27/2023,6,未经审计,002098.SZ
4/27/2023,6,未经审计,002107.SZ
4/27/2023,6,未经审计,002111.SZ
4/27/2023,1,无保留,002116.SZ
4/27/2023,6,未经审计,002116.SZ
4/27/2023,6,未经审计,601318.SH
4/27/2023,1,无保留,002150.SZ
4/27/2023,6,未经审计,002150.SZ
4/27/2023,6,未经审计,002151.SZ
4/27/2023,6,未经审计,002156.SZ
4/27/2023,6,未经审计,002162.SZ
4/27/2023,1,无保留,002163.SZ
4/27/2023,6,未经审计,002163.SZ
4/27/2023,6,未经审计,002166.SZ
4/27/2023,1,无保留,300477.SZ
4/27/2023,6,未经审计,300477.SZ
4/27/2023,1,无保留,002189.SZ
4/27/2023,6,未经审计,002189.SZ
4/27/2023,6,未经审计,002194.SZ
4/27/2023,11,无保留带持续经营重大不确定性,002200.SZ
4/27/2023,1,无保留,002200.SZ
4/27/2023,6,未经审计,002200.SZ
4/27/2023,6,未经审计,002202.SZ
4/27/2023,6,未经审计,002213.SZ
4/27/2023,1,无保留,002215.SZ
4/27/2023,6,未经审计,002215.SZ
4/27/2023,6,未经审计,002232.SZ
4/27/2023,6,未经审计,002234.SZ
4/27/2023,2,无保留带解释性说明,002289.SZ
4/27/2023,1,无保留,002289.SZ
4/27/2023,6,未经审计,002289.SZ
4/27/2023,1,无保留,300002.SZ
4/27/2023,6,未经审计,300002.SZ
4/27/2023,1,无保留,300444.SZ
4/27/2023,6,未经审计,300444.SZ
4/27/2023,1,无保留,002506.SZ
4/27/2023,6,未经审计,002506.SZ
4/27/2023,6,未经审计,002306.SZ
4/27/2023,1,无保留,300005.SZ
4/27/2023,6,未经审计,300005.SZ
4/27/2023,2,无保留带解释性说明,300013.SZ
4/27/2023,6,未经审计,300013.SZ
4/27/2023,1,无保留,300071.SZ
4/27/2023,6,未经审计,300071.SZ
4/27/2023,6,未经审计,300022.SZ
4/27/2023,1,无保留,002322.SZ
4/27/2023,6,未经审计,002337.SZ
4/27/2023,1,无保留,002338.SZ
4/27/2023,6,未经审计,002338.SZ
4/27/2023,6,未经审计,002561.SZ
4/27/2023,1,无保留,300031.SZ
4/27/2023,6,未经审计,300031.SZ
4/27/2023,1,无保留,002342.SZ
4/27/2023,6,未经审计,002342.SZ
4/27/2023,1,无保留,300034.SZ
4/27/2023,6,未经审计,300034.SZ
4/27/2023,6,未经审计,002352.SZ
4/27/2023,1,无保留,300030.SZ
4/27/2023,6,未经审计,300030.SZ
4/27/2023,1,无保留,002358.SZ
4/27/2023,6,未经审计,002358.SZ
4/27/2023,1,无保留,300049.SZ
4/27/2023,6,未经审计,300049.SZ
4/27/2023,1,无保留,300050.SZ
4/27/2023,6,未经审计,300050.SZ
4/27/2023,1,无保留,002630.SZ
4/27/2023,1,无保留,300052.SZ
4/27/2023,6,未经审计,300052.SZ
4/27/2023,6,未经审计,300054.SZ
4/27/2023,1,无保留,300264.SZ
4/27/2023,6,未经审计,300264.SZ
4/27/2023,6,未经审计,002393.SZ
4/27/2023,1,无保留,300056.SZ
4/27/2023,6,未经审计,300056.SZ
4/27/2023,6,未经审计,002400.SZ
4/27/2023,6,未经审计,002402.SZ
4/27/2023,1,无保留,300061.SZ
4/27/2023,6,未经审计,300061.SZ
4/27/2023,1,无保留,002425.SZ
4/27/2023,6,未经审计,002425.SZ
4/27/2023,1,无保留,002420.SZ
4/27/2023,6,未经审计,002420.SZ
4/27/2023,6,未经审计,601369.SH
4/27/2023,6,未经审计,002459.SZ
4/27/2023,6,未经审计,300070.SZ
4/27/2023,1,无保留,300069.SZ
4/27/2023,6,未经审计,300069.SZ
4/27/2023,1,无保留,300067.SZ
4/27/2023,6,未经审计,300067.SZ
4/27/2023,1,无保留,002613.SZ
4/27/2023,6,未经审计,002613.SZ
4/27/2023,1,无保留,300096.SZ
4/27/2023,6,未经审计,300096.SZ
4/27/2023,1,无保留,002529.SZ
4/27/2023,6,未经审计,002529.SZ
4/27/2023,6,未经审计,601717.SH
4/27/2023,6,未经审计,002462.SZ
4/27/2023,1,无保留,002464.SZ
4/27/2023,6,未经审计,300095.SZ
4/27/2023,7,保留带解释性说明,300104.SZ
4/27/2023,6,未经审计,300104.SZ
4/27/2023,6,未经审计,300173.SZ
4/27/2023,6,未经审计,300118.SZ
4/27/2023,7,保留带解释性说明,300116.SZ
4/27/2023,6,未经审计,300116.SZ
4/27/2023,1,无保留,300109.SZ
4/27/2023,6,未经审计,300109.SZ
4/27/2023,1,无保留,002614.SZ
4/27/2023,6,未经审计,002614.SZ
4/27/2023,6,未经审计,300119.SZ
4/27/2023,1,无保留,300123.SZ
4/27/2023,6,未经审计,300123.SZ
4/27/2023,6,未经审计,002493.SZ
4/27/2023,6,未经审计,002494.SZ
4/27/2023,1,无保留,300132.SZ
4/27/2023,2,无保留带解释性说明,002501.SZ
4/27/2023,1,无保留,002501.SZ
4/27/2023,6,未经审计,002501.SZ
4/27/2023,7,保留带解释性说明,002504.SZ
4/27/2023,2,无保留带解释性说明,002504.SZ
4/27/2023,6,未经审计,002504.SZ
4/27/2023,1,无保留,002738.SZ
4/27/2023,6,未经审计,002738.SZ
4/27/2023,1,无保留,002513.SZ
4/27/2023,1,无保留,002517.SZ
4/27/2023,6,未经审计,002517.SZ
4/27/2023,6,未经审计,300146.SZ
4/27/2023,1,无保留,300149.SZ
4/27/2023,6,未经审计,300149.SZ
4/27/2023,1,无保留,300155.SZ
4/27/2023,6,未经审计,300155.SZ
4/27/2023,1,无保留,002606.SZ
4/27/2023,6,未经审计,002606.SZ
4/27/2023,1,无保留,002524.SZ
4/27/2023,6,未经审计,002524.SZ
4/27/2023,1,无保留,300165.SZ
4/27/2023,6,未经审计,300165.SZ
4/27/2023,6,未经审计,300160.SZ
4/27/2023,1,无保留,300174.SZ
4/27/2023,6,未经审计,300174.SZ
4/27/2023,1,无保留,300166.SZ
4/27/2023,6,未经审计,300166.SZ
4/27/2023,7,保留带解释性说明,300167.SZ
4/27/2023,6,未经审计,300167.SZ
4/27/2023,1,无保留,300171.SZ
4/27/2023,6,未经审计,300171.SZ
4/27/2023,6,未经审计,300177.SZ
4/27/2023,6,未经审计,002542.SZ
4/27/2023,4,拒绝/无法表示意见,300216.SZ
4/27/2023,6,未经审计,300216.SZ
4/27/2023,1,无保留,300182.SZ
4/27/2023,1,无保留,300340.SZ
4/27/2023,6,未经审计,300340.SZ
4/27/2023,1,无保留,300203.SZ
4/27/2023,6,未经审计,002706.SZ
4/27/2023,6,未经审计,300205.SZ
4/27/2023,1,无保留,300195.SZ
4/27/2023,1,无保留,300345.SZ
4/27/2023,6,未经审计,300345.SZ
4/27/2023,1,无保留,002556.SZ
4/27/2023,6,未经审计,002556.SZ
4/27/2023,6,未经审计,002560.SZ
4/27/2023,1,无保留,002565.SZ
4/27/2023,6,未经审计,002565.SZ
4/27/2023,1,无保留,300199.SZ
4/27/2023,6,未经审计,300199.SZ
4/27/2023,6,未经审计,002571.SZ
4/27/2023,7,保留带解释性说明,002581.SZ
4/27/2023,2,无保留带解释性说明,002581.SZ
4/27/2023,6,未经审计,002581.SZ
4/27/2023,1,无保留,603006.SH
4/27/2023,6,未经审计,603006.SH
