002555.SZ,2026-01-12 11:07:45,卖出,2200,29.00,29.85,-1860.65
002555.SZ,2026-01-12 11:12:00,卖出,2200,29.19,29.28,-190.74
601360.SH,2026-01-12 11:19:38,卖出,5200,13.21,13.20,70.72
